KVALUES
Results of phase equilibrium constant Ki at temperature = 620

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	
     864     4.18119   0.5774267  0.05500944  0.003175933  0.0001370585  5.576269e-006  
     865    4.177046   0.5771168  0.05501321  0.003178684  0.0001373036  5.591428e-006  
     866    4.172912   0.5768079  0.05501705  0.003181441  0.0001375493  5.606632e-006  
     867    4.168787   0.5764998  0.05502095  0.003184203  0.0001377956  5.621881e-006  
     868    4.164671   0.5761927  0.05502492  0.003186971  0.0001380424  5.637176e-006  
     869    4.160566   0.5758864  0.05502895  0.003189745  0.0001382898  5.652516e-006  
     870    4.156469    0.575581  0.05503305  0.003192525  0.0001385378  5.667902e-006  
     871    4.152382   0.5752765  0.05503722  0.003195311  0.0001387863  5.683334e-006  
     872    4.148305   0.5749729  0.05504145  0.003198103  0.0001390354  5.698812e-006  
     873    4.144236   0.5746702  0.05504574   0.0032009  0.000139285  5.714336e-006  
     874    4.140178   0.5743684  0.05505011  0.003203704  0.0001395352  5.729907e-006  
     875    4.136128   0.5740674  0.05505453  0.003206513  0.000139786  5.745524e-006  
     876    4.132088   0.5737673  0.05505902  0.003209328  0.0001400374  5.761187e-006  
     877    4.128057   0.5734681  0.05506358  0.003212149  0.0001402893  5.776897e-006  
     878    4.124035   0.5731697   0.0550682  0.003214975  0.0001405418  5.792654e-006  
     879    4.120022   0.5728722  0.05507288  0.003217808  0.0001407949  5.808458e-006  
     880    4.116019   0.5725756  0.05507763  0.003220646  0.0001410485  5.824309e-006  
     881    4.112025   0.5722798  0.05508245  0.00322349  0.0001413027  5.840207e-006  
     882    4.108039   0.5719849  0.05508732  0.00322634  0.0001415575  5.856152e-006  
     883    4.104063   0.5716909  0.05509226  0.003229196  0.0001418129  5.872145e-006  
     884    4.100096   0.5713976  0.05509727  0.003232058  0.0001420689  5.888186e-006  
     885    4.096138   0.5711053  0.05510233  0.003234926  0.0001423254  5.904274e-006  
     886    4.092189   0.5708138  0.05510747  0.003237799  0.0001425825  5.92041e-006  
     887    4.088249   0.5705231  0.05511266  0.003240678  0.0001428402  5.936594e-006  
     888    4.084317   0.5702332  0.05511792  0.003243564  0.0001430985  5.952827e-006  
     889    4.080395   0.5699442  0.05512324  0.003246455  0.0001433573  5.969107e-006  
     890    4.076481    0.569656  0.05512862  0.003249352  0.0001436168  5.985436e-006  
     891    4.072576   0.5693687  0.05513407  0.003252254  0.0001438768  6.001814e-006  
     892     4.06868   0.5690822  0.05513958  0.003255163  0.0001441375  6.01824e-006  
     893    4.064793   0.5687965  0.05514515  0.003258077  0.0001443987  6.034715e-006  
     894    4.060914   0.5685116  0.05515078  0.003260998  0.0001446605  6.051239e-006  
     895    4.057045   0.5682276  0.05515647  0.003263924  0.0001449229  6.067812e-006  
     896    4.053183   0.5679443  0.05516223  0.003266856  0.0001451858  6.084434e-006  
     897    4.049331   0.5676619  0.05516805  0.003269794  0.0001454494  6.101105e-006  
     898    4.045487   0.5673803  0.05517393  0.003272738  0.0001457136  6.117827e-006  
     899    4.041652   0.5670995  0.05517987  0.003275687  0.0001459783  6.134597e-006  
     900    4.037825   0.5668195  0.05518587  0.003278643  0.0001462437  6.151418e-006  
     901    4.034007   0.5665403  0.05519194  0.003281605  0.0001465096  6.168288e-006  
     902    4.030197   0.5662619  0.05519806  0.003284572  0.0001467762  6.185209e-006  
     903    4.026396   0.5659844  0.05520425  0.003287545  0.0001470433  6.20218e-006  
     904    4.022603   0.5657076   0.0552105  0.003290524  0.0001473111  6.219201e-006  
     905    4.018818   0.5654316  0.05521681  0.003293509  0.0001475794  6.236272e-006  
     906    4.015042   0.5651563  0.05522318   0.0032965  0.0001478484  6.253394e-006  
     907    4.011275   0.5648819  0.05522961  0.003299497  0.0001481179  6.270567e-006  
     908    4.007515   0.5646083   0.0552361  0.003302499  0.0001483881  6.287791e-006  
     909    4.003764   0.5643354  0.05524265  0.003305508  0.0001486589  6.305066e-006  
     910    4.000021   0.5640634  0.05524926  0.003308522  0.0001489302  6.322392e-006  
     911    3.996287   0.5637921  0.05525593  0.003311543  0.0001492022  6.339769e-006  
     912    3.992561   0.5635215  0.05526266  0.003314569  0.0001494748  6.357198e-006  
     913    3.988842   0.5632518  0.05526944  0.003317601  0.000149748  6.374679e-006  
     914    3.985133   0.5629828  0.05527629  0.003320639  0.0001500218  6.392211e-006  
     915    3.981431   0.5627146   0.0552832  0.003323683  0.0001502962  6.409795e-006  
     916    3.977737   0.5624471  0.05529017  0.003326733  0.0001505713  6.427432e-006  
     917    3.974051   0.5621805   0.0552972  0.003329789  0.0001508469  6.44512e-006  
     918    3.970374   0.5619145  0.05530428  0.00333285  0.0001511232  6.462861e-006  
     919    3.966704   0.5616494  0.05531143  0.003335918  0.0001514001  6.480654e-006  
     920    3.963043    0.561385  0.05531863  0.003338991  0.0001516776  6.4985e-006  
     921    3.959389   0.5611213  0.05532589  0.003342071  0.0001519557  6.516399e-006  
     922    3.955744   0.5608584  0.05533322  0.003345156  0.0001522344  6.534351e-006  
     923    3.952106   0.5605963   0.0553406  0.003348247  0.0001525138  6.552356e-006  
     924    3.948476   0.5603348  0.05534803  0.003351345  0.0001527938  6.570414e-006  
     925    3.944854   0.5600742  0.05535553  0.003354448  0.0001530744  6.588525e-006  
     926     3.94124   0.5598142  0.05536308  0.003357557  0.0001533556  6.60669e-006  
     927    3.937634   0.5595551   0.0553707  0.003360672  0.0001536374  6.624909e-006  
     928    3.934036   0.5592966  0.05537837  0.003363793  0.0001539199  6.643181e-006  
     929    3.930445   0.5590389  0.05538609  0.00336692  0.000154203  6.661508e-006  
     930    3.926862   0.5587819  0.05539388  0.003370052  0.0001544868  6.679888e-006  
     931    3.923287   0.5585257  0.05540172  0.003373191  0.0001547711  6.698323e-006  
     932     3.91972   0.5582701  0.05540962  0.003376336  0.0001550561  6.716813e-006  
     933     3.91616   0.5580153  0.05541758  0.003379486  0.0001553418  6.735357e-006  
     934    3.912608   0.5577613  0.05542559  0.003382643  0.000155628  6.753955e-006  
     935    3.909063   0.5575079  0.05543367  0.003385806  0.0001559149  6.772609e-006  
     936    3.905526   0.5572553   0.0554418  0.003388974  0.0001562025  6.791317e-006  
     937    3.901997   0.5570033  0.05544998  0.003392149  0.0001564906  6.810081e-006  
     938    3.898475   0.5567521  0.05545822  0.003395329  0.0001567794  6.828901e-006  
     939    3.894961   0.5565016  0.05546652  0.003398515  0.0001570689  6.847775e-006  
     940    3.891454   0.5562518  0.05547488  0.003401708  0.000157359  6.866706e-006  
     941    3.887955   0.5560028  0.05548329  0.003404906  0.0001576497  6.885692e-006  
     942    3.884463   0.5557544  0.05549176  0.00340811  0.0001579411  6.904734e-006  
     943    3.880979   0.5555067  0.05550028  0.003411321  0.0001582331  6.923833e-006  
     944    3.877502   0.5552597  0.05550886  0.003414537  0.0001585258  6.942987e-006  
     945    3.874033   0.5550135   0.0555175  0.003417759  0.0001588191  6.962198e-006  
     946     3.87057   0.5547679  0.05552619  0.003420987  0.000159113  6.981466e-006  
     947    3.867115    0.554523  0.05553494  0.003424221  0.0001594076  7.000791e-006  
     948    3.863668   0.5542788  0.05554374  0.003427461  0.0001597029  7.020172e-006  
     949    3.860228   0.5540353   0.0555526  0.003430708  0.0001599988  7.039611e-006  
     950    3.856795   0.5537925  0.05556151  0.00343396  0.0001602954  7.059106e-006  
     951    3.853369   0.5535504  0.05557048  0.003437218  0.0001605926  7.07866e-006  
     952     3.84995   0.5533089  0.05557951  0.003440482  0.0001608905  7.09827e-006  
     953    3.846539   0.5530682  0.05558859  0.003443752  0.000161189  7.117939e-006  
     954    3.843135   0.5528281  0.05559772  0.003447028  0.0001614882  7.137665e-006  
     955    3.839738   0.5525887  0.05560691  0.003450311  0.000161788  7.15745e-006  
     956    3.836348   0.5523499  0.05561615  0.003453599  0.0001620885  7.177292e-006  
     957    3.832966   0.5521119  0.05562545  0.003456893  0.0001623897  7.197193e-006  
     958     3.82959   0.5518745  0.05563481  0.003460193  0.0001626915  7.217153e-006  
     959    3.826221   0.5516378  0.05564421  0.003463499  0.000162994  7.237171e-006  
     960     3.82286   0.5514017  0.05565368  0.003466812  0.0001632972  7.257248e-006  
     961    3.819505   0.5511663  0.05566319  0.00347013  0.000163601  7.277384e-006  
     962    3.816158   0.5509316  0.05567276  0.003473454  0.0001639055  7.29758e-006  
     963    3.812817   0.5506976  0.05568239  0.003476784  0.0001642106  7.317835e-006  
     964    3.809484   0.5504642  0.05569207  0.003480121  0.0001645165  7.338149e-006  
     965    3.806157   0.5502314   0.0557018  0.003483463  0.000164823  7.358523e-006  
     966    3.802837   0.5499993  0.05571159  0.003486812  0.0001651301  7.378957e-006  
     967    3.799525   0.5497679  0.05572143  0.003490166  0.000165438  7.39945e-006  
     968    3.796219   0.5495371  0.05573132  0.003493527  0.0001657465  7.420005e-006  
     969    3.792919   0.5493069  0.05574127  0.003496893  0.0001660557  7.440619e-006  
     970    3.789627   0.5490775  0.05575127  0.003500266  0.0001663656  7.461294e-006  
     971    3.786342   0.5488486  0.05576132  0.003503645  0.0001666761  7.48203e-006  
     972    3.783063   0.5486204  0.05577143  0.003507029  0.0001669873  7.502826e-006  
     973    3.779791   0.5483928  0.05578158  0.00351042  0.0001672992  7.523684e-006  
     974    3.776526   0.5481659   0.0557918  0.003513817  0.0001676118  7.544602e-006  
     975    3.773268   0.5479396  0.05580206  0.00351722  0.0001679251  7.565583e-006  
     976    3.770016    0.547714  0.05581238  0.003520629  0.0001682391  7.586624e-006  
     977    3.766771    0.547489  0.05582275  0.003524044  0.0001685537  7.607728e-006  
     978    3.763532   0.5472646  0.05583318  0.003527466  0.000168869  7.628893e-006  
     979    3.760301   0.5470408  0.05584365  0.003530893  0.0001691851  7.65012e-006  
     980    3.757075   0.5468177  0.05585418  0.003534326  0.0001695018  7.67141e-006  
     981    3.753857   0.5465952  0.05586476  0.003537766  0.0001698192  7.692762e-006  
     982    3.750645   0.5463733  0.05587539  0.003541211  0.0001701373  7.714177e-006  
     983     3.74744   0.5461521  0.05588608  0.003544663  0.0001704561  7.735654e-006  
     984    3.744241   0.5459314  0.05589681  0.003548121  0.0001707755  7.757194e-006  
     985    3.741048   0.5457114   0.0559076  0.003551585  0.0001710957  7.778798e-006  
     986    3.737862    0.545492  0.05591844  0.003555055  0.0001714166  7.800464e-006  
     987    3.734683   0.5452732  0.05592934  0.003558531  0.0001717382  7.822195e-006  
     988     3.73151    0.545055  0.05594028  0.003562013  0.0001720605  7.843988e-006  
     989    3.728344   0.5448375  0.05595128  0.003565501  0.0001723834  7.865846e-006  
     990    3.725184   0.5446205  0.05596232  0.003568996  0.0001727071  7.887768e-006  
     991     3.72203   0.5444042  0.05597342  0.003572496  0.0001730315  7.909754e-006  
     992    3.718883   0.5441885  0.05598457  0.003576003  0.0001733566  7.931804e-006  
     993    3.715742   0.5439733  0.05599577  0.003579516  0.0001736824  7.953918e-006  
     994    3.712607   0.5437588  0.05600702  0.003583035  0.0001740089  7.976098e-006  
     995    3.709479   0.5435449  0.05601833  0.00358656  0.0001743361  7.998342e-006  
     996    3.706357   0.5433315  0.05602968  0.003590091  0.000174664  8.020652e-006  
     997    3.703242   0.5431188  0.05604109  0.003593629  0.0001749927  8.043026e-006  
     998    3.700132   0.5429067  0.05605254  0.003597172  0.000175322  8.065466e-006  
     999    3.697029   0.5426951  0.05606405  0.003600722  0.0001756521  8.087972e-006  
    1000    3.693932   0.5424842  0.05607561  0.003604278  0.0001759829  8.110543e-006  
    1001    3.690842   0.5422738  0.05608721  0.00360784  0.0001763143  8.133181e-006  
    1002    3.687757    0.542064  0.05609887  0.003611408  0.0001766466  8.155885e-006  
    1003    3.684679   0.5418548  0.05611058  0.003614982  0.0001769795  8.178654e-006  
    1004    3.681607   0.5416462  0.05612234  0.003618563  0.0001773132  8.201491e-006  
    1005    3.678541   0.5414382  0.05613415  0.00362215  0.0001776475  8.224394e-006  
    1006    3.675481   0.5412308  0.05614601  0.003625743  0.0001779826  8.247364e-006  
    1007    3.672427   0.5410239  0.05615792  0.003629342  0.0001783185  8.270402e-006  
    1008    3.669379   0.5408176  0.05616988  0.003632947  0.000178655  8.293506e-006  
    1009    3.666338   0.5406119  0.05618188  0.003636559  0.0001789923  8.316678e-006  
    1010    3.663302   0.5404068  0.05619394  0.003640176  0.0001793303  8.339918e-006  
    1011    3.660273   0.5402022  0.05620605   0.0036438  0.0001796691  8.363225e-006  
    1012    3.657249   0.5399982  0.05621821  0.00364743  0.0001800085  8.386601e-006  
    1013    3.654231   0.5397948  0.05623042  0.003651067  0.0001803487  8.410044e-006  
    1014     3.65122    0.539592  0.05624267  0.003654709  0.0001806897  8.433556e-006  
    1015    3.648214   0.5393897  0.05625498  0.003658358  0.0001810314  8.457137e-006  
    1016    3.645215    0.539188  0.05626734  0.003662013  0.0001813738  8.480786e-006  
    1017    3.642221   0.5389868  0.05627974  0.003665674  0.0001817169  8.504505e-006  
    1018    3.639233   0.5387863  0.05629219  0.003669342  0.0001820608  8.528293e-006  
    1019    3.636251   0.5385862   0.0563047  0.003673015  0.0001824055  8.55215e-006  
    1020    3.633275   0.5383868  0.05631725  0.003676695  0.0001827508  8.576076e-006  
    1021    3.630305   0.5381878  0.05632985  0.003680381  0.000183097  8.600072e-006  
    1022     3.62734   0.5379895   0.0563425  0.003684074  0.0001834438  8.624138e-006  
    1023    3.624382   0.5377917   0.0563552  0.003687772  0.0001837915  8.648275e-006  
    1024    3.621429   0.5375944  0.05636794  0.003691477  0.0001841398  8.672481e-006  
    1025    3.618482   0.5373977  0.05638074  0.003695188  0.0001844889  8.696759e-006  
    1026    3.615541   0.5372016  0.05639358  0.003698906  0.0001848388  8.721107e-006  
    1027    3.612605    0.537006  0.05640648  0.00370263  0.0001851894  8.745525e-006  
    1028    3.609675   0.5368109  0.05641942  0.00370636  0.0001855408  8.770015e-006  
    1029    3.606751   0.5366164  0.05643241  0.003710096  0.0001858929  8.794577e-006  
    1030    3.603833   0.5364224  0.05644545  0.003713838  0.0001862458  8.819209e-006  
    1031     3.60092    0.536229  0.05645853  0.003717587  0.0001865995  8.843914e-006  
    1032    3.598013   0.5360361  0.05647166  0.003721342  0.0001869539  8.86869e-006  
    1033    3.595112   0.5358437  0.05648485  0.003725104  0.000187309  8.893538e-006  
    1034    3.592216   0.5356519  0.05649808  0.003728871  0.000187665  8.918459e-006  
    1035    3.589326   0.5354607  0.05651135  0.003732645  0.0001880217  8.943452e-006  
