KVALUES
Results of phase equilibrium constant Ki at temperature = 530

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	K[7]	K[8]	K[9]	
     250    4.021534    27.74011    12.53563    1.846485   0.5715104  0.09812335  0.04214005  0.0003451267  8.229604e-008  
     251    4.007164    27.62635    12.48558    1.840245   0.5697864   0.0978795  0.04204926  0.0003449973  8.25175e-008  
     252    3.992908    27.51347    12.43593    1.834054   0.5680768  0.09763782  0.04195933  0.0003448732  8.274074e-008  
     253    3.978762    27.40148    12.38667    1.827913   0.5663812  0.09739828  0.04187024  0.0003447542  8.296574e-008  
     254    3.964728    27.29035    12.33781    1.821822   0.5646997  0.09716086  0.04178199  0.0003446405  8.319252e-008  
     255    3.950802    27.18008    12.28933    1.815778    0.563032  0.09692553  0.04169458  0.0003445319  8.342108e-008  
     256    3.936983    27.07065    12.24123    1.809783   0.5613779  0.09669227  0.04160798  0.0003444284  8.365142e-008  
     257    3.923272    26.96206    12.19351    1.803836   0.5597374  0.09646106  0.04152219  0.00034433  8.388355e-008  
     258    3.909665    26.85431    12.14616    1.797935   0.5581101  0.09623187   0.0414372  0.0003442366  8.411746e-008  
     259    3.896163    26.74737    12.09918     1.79208   0.5564961  0.09600469    0.041353  0.0003441482  8.435316e-008  
     260    3.882764    26.64124    12.05256    1.786272   0.5548951  0.09577947  0.04126959  0.0003440647  8.459066e-008  
     261    3.869466    26.53591     12.0063    1.780508    0.553307  0.09555621  0.04118695  0.000343986  8.482995e-008  
     262    3.856269    26.43137     11.9604    1.774789   0.5517317  0.09533489  0.04110507  0.0003439123  8.507104e-008  
     263    3.843171    26.32761    11.91485    1.769115   0.5501689  0.09511547  0.04102396  0.0003438433  8.531394e-008  
     264    3.830172    26.22463    11.86965    1.763484   0.5486186  0.09489795  0.04094359  0.0003437792  8.555864e-008  
     265     3.81727    26.12242    11.82479    1.757897   0.5470806  0.09468229  0.04086396  0.0003437197  8.580516e-008  
     266    3.804464    26.02096    11.78027    1.752352   0.5455548  0.09446848  0.04078507  0.000343665  8.605348e-008  
     267    3.791753    25.92024    11.73608     1.74685    0.544041  0.09425649   0.0407069  0.0003436149  8.630363e-008  
     268    3.779136    25.82027    11.69223    1.741389   0.5425391  0.09404632  0.04062944  0.0003435695  8.65556e-008  
     269    3.766613    25.72103    11.64871     1.73597    0.541049  0.09383793   0.0405527  0.0003435287  8.680939e-008  
     270    3.754181    25.62252    11.60551    1.730592   0.5395705   0.0936313  0.04047666  0.0003434924  8.706502e-008  
     271     3.74184    25.52472    11.56263    1.725254   0.5381035  0.09342643  0.04040131  0.0003434606  8.732248e-008  
     272     3.72959    25.42763    11.52007    1.719956    0.536648  0.09322329  0.04032665  0.0003434333  8.758178e-008  
     273    3.717428    25.33124    11.47782    1.714697   0.5352036  0.09302185  0.04025266  0.0003434105  8.784292e-008  
     274    3.705354    25.23555    11.43589    1.709478   0.5337705  0.09282211  0.04017936  0.0003433922  8.810591e-008  
     275    3.693368    25.14053    11.39426    1.704297   0.5323483  0.09262405  0.04010671  0.0003433782  8.837075e-008  
     276    3.681468     25.0462    11.35294    1.699155    0.530937  0.09242764  0.04003473  0.0003433685  8.863745e-008  
     277    3.669653    24.95254    11.31191    1.694051   0.5295365  0.09223287  0.03996339  0.0003433632  8.890601e-008  
     278    3.657922    24.85954    11.27119    1.688984   0.5281467  0.09203972   0.0398927  0.0003433623  8.917644e-008  
     279    3.646275    24.76721    11.23075    1.683954   0.5267674  0.09184818  0.03982265  0.0003433655  8.944875e-008  
     280     3.63471    24.67552    11.19061     1.67896   0.5253986  0.09165822  0.03975323  0.0003433731  8.972292e-008  
     281    3.623227    24.58447    11.15076    1.674003     0.52404  0.09146983  0.03968444  0.0003433848  8.999899e-008  
     282    3.611825    24.49406    11.11119    1.669082   0.5226917    0.091283  0.03961626  0.0003434007  9.027693e-008  
     283    3.600503    24.40428     11.0719    1.664196   0.5213535  0.09109771   0.0395487  0.0003434208  9.055678e-008  
     284     3.58926    24.31512     11.0329    1.659346   0.5200253  0.09091394  0.03948174  0.000343445  9.083852e-008  
     285    3.578096    24.22659    10.99417     1.65453    0.518707  0.09073168  0.03941539  0.0003434733  9.112216e-008  
     286    3.567009    24.13866    10.95571    1.649749   0.5173985  0.09055091  0.03934963  0.0003435057  9.140771e-008  
     287    3.555999    24.05133    10.91752    1.645001   0.5160997  0.09037162  0.03928445  0.0003435421  9.169518e-008  
     288    3.545065    23.96461     10.8796    1.640288   0.5148105  0.09019378  0.03921986  0.0003435826  9.198457e-008  
     289    3.534205    23.87847    10.84194    1.635607   0.5135307   0.0900174  0.03915585  0.000343627  9.227589e-008  
     290    3.523421    23.79292    10.80454     1.63096   0.5122604  0.08984244  0.03909241  0.0003436754  9.256914e-008  
     291     3.51271    23.70795    10.76741    1.626345   0.5109993  0.08966891  0.03902953  0.0003437278  9.286432e-008  
     292    3.502072    23.62356    10.73053    1.621763   0.5097475  0.08949678  0.03896721  0.0003437841  9.316146e-008  
     293    3.491506    23.53973     10.6939    1.617212   0.5085047  0.08932603  0.03890545  0.0003438443  9.346054e-008  
     294    3.481012    23.45647    10.65753    1.612693    0.507271  0.08915666  0.03884424  0.0003439084  9.376158e-008  
     295    3.470588    23.37377     10.6214    1.608206   0.5060462  0.08898866  0.03878357  0.0003439763  9.406459e-008  
     296    3.460234    23.29161    10.58552    1.603749   0.5048303    0.088822  0.03872344  0.000344048  9.436957e-008  
     297     3.44995       23.21    10.54989    1.599324    0.503623  0.08865668  0.03866384  0.0003441236  9.467652e-008  
     298    3.439734    23.12893    10.51449    1.594928   0.5024245  0.08849268  0.03860477  0.0003442029  9.498546e-008  
     299    3.429586     23.0484    10.47934    1.590563   0.5012345  0.08832999  0.03854622  0.000344286  9.529638e-008  
     300    3.419506     22.9684    10.44442    1.586227    0.500053  0.08816859  0.03848819  0.0003443728  9.560931e-008  
     301    3.409492    22.88892    10.40973    1.581921   0.4988799  0.08800848  0.03843068  0.0003444634  9.592424e-008  
     302    3.399544    22.80996    10.37528    1.577645   0.4977151  0.08784964  0.03837367  0.0003445577  9.624118e-008  
     303    3.389662    22.73152    10.34105    1.573397   0.4965586  0.08769206  0.03831717  0.0003446556  9.656013e-008  
     304    3.379844    22.65358    10.30706    1.569178   0.4954102  0.08753573  0.03826117  0.0003447572  9.688112e-008  
     305     3.37009    22.57615    10.27328    1.564987   0.4942699  0.08738063  0.03820566  0.0003448624  9.720413e-008  
     306      3.3604    22.49922    10.23973    1.560824   0.4931375  0.08722676  0.03815064  0.0003449713  9.752919e-008  
     307    3.350772    22.42278     10.2064    1.556689   0.4920132   0.0870741  0.03809611  0.0003450837  9.785629e-008  
     308    3.341207    22.34684    10.17329    1.552581   0.4908966  0.08692264  0.03804206  0.0003451998  9.818544e-008  
     309    3.331703    22.27138     10.1404    1.548501   0.4897878  0.08677236  0.03798849  0.0003453194  9.851666e-008  
     310    3.322261     22.1964    10.10772    1.544448   0.4886867  0.08662327  0.03793538  0.0003454425  9.884995e-008  
     311    3.312879     22.1219    10.07525    1.540421   0.4875933  0.08647534  0.03788275  0.0003455692  9.918532e-008  
     312    3.303557    22.04787    10.04299    1.536421   0.4865073  0.08632857  0.03783058  0.0003456994  9.952277e-008  
     313    3.294294     21.9743    10.01094    1.532448   0.4854289  0.08618295  0.03777887  0.000345833  9.986231e-008  
     314     3.28509     21.9012    9.979095      1.5285   0.4843578  0.08603846  0.03772761  0.0003459702  1.00204e-007  
     315    3.275944    21.82856    9.947454    1.524578   0.4832941  0.08589509  0.03767681  0.0003461108  1.005477e-007  
     316    3.266855    21.75637    9.916015    1.520681   0.4822377  0.08575284  0.03762645  0.0003462548  1.008936e-007  
     317    3.257824    21.68463    9.884777     1.51681   0.4811884  0.08561169  0.03757654  0.0003464023  1.012416e-007  
     318     3.24885    21.61334    9.853737    1.512963   0.4801463  0.08547163  0.03752706  0.0003465532  1.015917e-007  
     319    3.239931    21.54249    9.822893    1.509142   0.4791113  0.08533266  0.03747802  0.0003467074  1.01944e-007  
     320    3.231068    21.47207    9.792244    1.505345   0.4780832  0.08519476  0.03742942  0.0003468651  1.022984e-007  
     321     3.22226    21.40209    9.761788    1.501572   0.4770621  0.08505793  0.03738124  0.0003470261  1.02655e-007  
     322    3.213507    21.33254    9.731522    1.497823   0.4760478  0.08492215  0.03733349  0.0003471904  1.030137e-007  
     323    3.204808    21.26342    9.701446    1.494099   0.4750403  0.08478742  0.03728615  0.0003473581  1.033747e-007  
     324    3.196162    21.19471    9.671557    1.490397   0.4740396  0.08465373  0.03723924  0.0003475291  1.037378e-007  
     325    3.187569    21.12643    9.641853     1.48672   0.4730456  0.08452106  0.03719273  0.0003477034  1.041031e-007  
     326    3.179029    21.05856    9.612334    1.483065   0.4720582   0.0843894  0.03714664  0.000347881  1.044706e-007  
     327    3.170541     20.9911    9.582997    1.479434   0.4710773  0.08425876  0.03710095  0.0003480618  1.048403e-007  
     328    3.162105    20.92404    9.553841    1.475825    0.470103  0.08412912  0.03705567  0.000348246  1.052123e-007  
     329    3.153719    20.85739    9.524863    1.472239    0.469135  0.08400046  0.03701079  0.0003484333  1.055864e-007  
     330    3.145385    20.79114    9.496063    1.468675   0.4681735  0.08387279   0.0369663  0.0003486239  1.059628e-007  
     331      3.1371    20.72529    9.467439    1.465134   0.4672183   0.0837461   0.0369222  0.0003488177  1.063415e-007  
     332    3.128866    20.65982    9.438988    1.461614   0.4662694  0.08362037   0.0368785  0.0003490148  1.067224e-007  
     333    3.120681    20.59475     9.41071    1.458116   0.4653266  0.08349559  0.03683518  0.000349215  1.071056e-007  
     334    3.112544    20.53006    9.382604     1.45464   0.4643901  0.08337177  0.03679224  0.0003494184  1.074911e-007  
     335    3.104456    20.46575    9.354666    1.451185   0.4634596  0.08324888  0.03674969  0.000349625  1.078788e-007  
     336    3.096417    20.40182    9.326897    1.447752   0.4625352  0.08312693  0.03670751  0.0003498347  1.082689e-007  
     337    3.088425    20.33827    9.299294    1.444339   0.4616168  0.08300591   0.0366657  0.0003500476  1.086612e-007  
     338     3.08048    20.27508    9.271856    1.440947   0.4607043   0.0828858  0.03662427  0.0003502636  1.090559e-007  
     339    3.072581    20.21225    9.244572    1.437576   0.4597975  0.08276658   0.0365832  0.0003504826  1.094528e-007  
     340    3.064729    20.14981     9.21746    1.434225   0.4588967  0.08264828   0.0365425  0.0003507048  1.098521e-007  
     341    3.056923    20.08772    9.190508    1.430895   0.4580018  0.08253087  0.03650215  0.0003509302  1.102538e-007  
     342    3.049163    20.02599    9.163715    1.427584   0.4571125  0.08241435  0.03646217  0.0003511586  1.106578e-007  
     343    3.041448    19.96462     9.13708    1.424294    0.456229  0.08229871  0.03642255  0.0003513902  1.110642e-007  
     344    3.033778     19.9036    9.110601    1.421023   0.4553511  0.08218394  0.03638327  0.0003516248  1.11473e-007  
     345    3.026152    19.84294    9.084277    1.417772   0.4544788  0.08207004  0.03634435  0.0003518624  1.118842e-007  
     346    3.018571    19.78262    9.058107    1.414541    0.453612  0.08195699  0.03630578  0.0003521031  1.122977e-007  
     347    3.011033    19.72264     9.03209    1.411328   0.4527508  0.08184479  0.03626755  0.0003523468  1.127137e-007  
     348    3.003538      19.663    9.006223    1.408135    0.451895  0.08173344  0.03622966  0.0003525936  1.131321e-007  
     349    2.996086    19.60371    8.980507    1.404961   0.4510445  0.08162292  0.03619211  0.0003528434  1.13553e-007  
     350    2.988677    19.54474    8.954938    1.401805   0.4501995  0.08151323   0.0361549  0.0003530962  1.139762e-007  
     351     2.98131    19.48611    8.929517    1.398668   0.4493597  0.08140436  0.03611802  0.000353352  1.144019e-007  
     352    2.973985    19.42781    8.904242     1.39555   0.4485252  0.08129631  0.03608147  0.0003536108  1.148301e-007  
     353    2.966701    19.36984    8.879112    1.392449    0.447696  0.08118907  0.03604526  0.0003538726  1.152608e-007  
     354    2.959458    19.31219    8.854125    1.389367   0.4468719  0.08108263  0.03600936  0.0003541373  1.15694e-007  
     355    2.952257    19.25486     8.82928    1.386303    0.446053  0.08097699   0.0359738  0.000354405  1.161296e-007  
     356    2.945096    19.19785    8.804576    1.383257   0.4452391  0.08087213  0.03593855  0.0003546757  1.165678e-007  
     357    2.937974    19.14116    8.780012    1.380228   0.4444303  0.08076806  0.03590362  0.0003549493  1.170084e-007  
     358    2.930893    19.08478    8.755587    1.377217   0.4436265  0.08066477  0.03586901  0.0003552259  1.174517e-007  
     359    2.923851    19.02871      8.7313    1.374223   0.4428277  0.08056225  0.03583472  0.0003555054  1.178974e-007  
     360    2.916849    18.97295    8.707148    1.371247   0.4420338   0.0804605  0.03580073  0.0003557878  1.183457e-007  
     361    2.909885     18.9175    8.683132    1.368287   0.4412448   0.0803595  0.03576706  0.0003560731  1.187966e-007  
     362    2.902959    18.86235     8.65925    1.365345   0.4404606  0.08025926  0.03573369  0.0003563613  1.192501e-007  
     363    2.896072     18.8075    8.635501    1.362419   0.4396812  0.08015977  0.03570063  0.0003566525  1.197061e-007  
     364    2.889223    18.75294    8.611884     1.35951   0.4389066  0.08006101  0.03566787  0.0003569465  1.201648e-007  
     365    2.882411    18.69869    8.588398    1.356618   0.4381368  0.07996299  0.03563541  0.0003572434  1.20626e-007  
     366    2.875637    18.64473    8.565041    1.353742   0.4373716  0.07986571  0.03560325  0.0003575432  1.210899e-007  
     367    2.868899    18.59105    8.541813    1.350882   0.4366111  0.07976914  0.03557138  0.0003578459  1.215565e-007  
     368    2.862198    18.53767    8.518713    1.348039   0.4358552   0.0796733  0.03553981  0.0003581515  1.220257e-007  
     369    2.855534    18.48458    8.495739    1.345211   0.4351038  0.07957817  0.03550853  0.0003584599  1.224975e-007  
     370    2.848905    18.43176    8.472891    1.342399    0.434357  0.07948375  0.03547754  0.0003587711  1.229721e-007  
